發生年,發生月,發生日,發生時,發生分,處理別,區序,肇事地點,死亡人數,受傷人數,當事人序,車種,性別,年齡,受傷程度,4天候,7速限,8道路型態,9事故位置
107,07,30,13,12,2,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口,0,1,2,C03,1,20,2,8,40,4,01
107,08,20,07,41,2,10文山區,文山區木柵路1段54號(復興派出所)前,0,1,2,B03,1,28,3,8,50,14,09
107,08,21,07,34,2,10文山區,文山區木新路2段91號,0,1,1,B01,1,54,3,8,30,14,09
107,08,21,07,34,2,10文山區,文山區木新路2段91號,0,1,2,C03,1,17,2,8,30,14,09
107,08,25,01,08,2,10文山區,文山區萬芳路5-5號,0,1,1,B01,1,59,3,8,40,11,09
107,08,25,01,08,2,10文山區,文山區萬芳路5-5號,0,1,2,C03,1,19,2,8,40,11,09
107,09,04,08,59,2,10文山區,文山區新光路2段32號對面河堤停車場入口前,0,2,1,B03,2,23,3,8,50,14,09
107,09,04,08,59,2,10文山區,文山區新光路2段32號對面河堤停車場入口前,0,2,2,C03,1,19,2,8,50,14,09
107,09,04,08,59,2,10文山區,文山區新光路2段32號對面河堤停車場入口前,0,2,3,H02,1,19,2,8,50,14,09
107,09,04,12,54,2,10文山區,文山區木柵路1段與辛亥路6段口,0,2,1,C03,1,23,3,8,0,14,09
107,09,04,12,54,2,10文山區,文山區木柵路1段與辛亥路6段口,0,2,2,C03,2,31,2,8,0,14,09
107,08,05,22,11,2,10文山區,文山區木新路3段與保儀路口,0,1,1,B01,1,63,3,7,50,3,01
107,08,05,22,11,2,10文山區,文山區木新路3段與保儀路口,0,1,2,C03,2,24,2,7,50,3,01
107,08,06,18,13,2,10文山區,文山區辛亥路7段與光輝路50巷口,0,1,1,B03,1,56,3,8,30,3,01
107,08,06,18,13,2,10文山區,文山區辛亥路7段與光輝路50巷口,0,1,2,F01,2,61,2,8,30,3,01
107,08,14,11,08,2,10文山區,文山區木柵路2段122號旁,0,2,1,F01,1,44,2,7,50,14,09
107,08,14,11,08,2,10文山區,文山區木柵路2段122號旁,0,2,2,C03,1,21,2,7,50,14,09
107,08,19,16,35,2,10文山區,文山區辛亥路7段與辛亥路7段20巷口口,0,3,1,C03,1,78,2,7,40,3,01
107,08,19,16,35,2,10文山區,文山區辛亥路7段與辛亥路7段20巷口口,0,3,2,C03,1,19,2,7,40,3,01
107,08,19,16,35,2,10文山區,文山區辛亥路7段與辛亥路7段20巷口口,0,3,3,H02,2,73,2,7,40,3,01
107,08,30,18,13,2,10文山區,文山區辛亥路7段66號對面,0,1,1,C03,1,23,2,6,40,14,07
107,08,30,18,13,2,10文山區,文山區辛亥路7段66號對面,0,1,2,B03,2,68,3,6,40,14,07
107,07,01,15,00,2,10文山區,文山區秀明路1段5號,0,1,1,B03,2,38,3,8,50,14,09
107,07,01,15,00,2,10文山區,文山區秀明路1段5號,0,1,2,H02,2,35,3,8,50,14,09
107,07,01,15,00,2,10文山區,文山區秀明路1段5號,0,1,3,C03,1,68,2,8,50,14,09
107,07,01,15,00,2,10文山區,文山區秀明路1段5號,0,1,4,B03,3,0,,8,50,14,09
107,07,02,12,23,2,10文山區,文山區木柵路5段與木柵路5段21巷口旁,0,1,1,B03,1,20,3,8,50,3,02
107,07,02,12,23,2,10文山區,文山區木柵路5段與木柵路5段21巷口旁,0,1,2,C03,1,22,2,8,50,3,02
107,07,08,16,49,2,10文山區,文山區木柵路2段與木柵路2段161巷口,0,1,1,B03,1,75,3,8,50,4,02
107,07,08,16,49,2,10文山區,文山區木柵路2段與木柵路2段161巷口,0,1,2,C03,1,65,2,8,50,4,02
107,07,16,09,45,2,10文山區,文山區老泉街45巷(電線桿樟湖幹26號),0,1,1,C03,1,39,3,8,40,14,09
107,07,16,09,45,2,10文山區,文山區老泉街45巷(電線桿樟湖幹26號),0,1,2,C03,2,52,2,8,40,14,09
107,07,18,10,15,2,10文山區,文山區保儀路與恆光街口,0,2,1,C03,2,18,2,8,50,3,01
107,07,18,10,15,2,10文山區,文山區保儀路與恆光街口,0,2,2,C03,1,27,2,8,50,3,01
107,07,18,14,00,2,10文山區,文山區木柵路4段與木柵路4段33巷口,0,2,1,C03,1,26,2,8,50,3,01
107,07,18,14,00,2,10文山區,文山區木柵路4段與木柵路4段33巷口,0,2,2,C03,2,62,2,8,50,3,01
107,07,21,18,58,2,10文山區,文山區秀明路2段與秀明路2段7巷口,0,1,1,B03,2,19,3,7,50,3,01
107,07,21,18,58,2,10文山區,文山區秀明路2段與秀明路2段7巷口,0,1,2,C03,1,60,2,7,50,3,01
107,07,29,09,10,2,10文山區,文山區老泉街45巷1-1號,0,1,1,C03,2,71,2,8,40,14,09
107,07,29,09,10,2,10文山區,文山區老泉街45巷1-1號,0,1,2,,3,0,,8,40,14,09
107,08,01,08,30,2,10文山區,文山區木柵路4段與和平東路4段口,0,1,1,C03,1,58,4,8,50,3,01
107,08,01,08,30,2,10文山區,文山區木柵路4段與和平東路4段口,0,1,2,C03,2,23,2,8,50,3,01
107,07,28,02,30,2,10文山區,文山區木柵路2段與興隆路4段口,0,1,1,C03,1,48,2,8,50,4,02
107,07,28,02,30,2,10文山區,文山區木柵路2段與興隆路4段口,0,1,2,,3,0,,8,50,4,02
107,08,06,16,38,2,10文山區,文山區興隆路2段與興隆路2段301巷口,0,2,1,C03,2,56,2,8,40,3,02
107,08,06,16,38,2,10文山區,文山區興隆路2段與興隆路2段301巷口,0,2,2,C03,1,48,2,8,40,3,02
107,08,06,16,38,2,10文山區,文山區興隆路2段與興隆路2段301巷口,0,2,3,B12,1,47,3,8,40,3,02
107,08,08,05,50,2,10文山區,文山區指南路2段與萬壽路口,0,1,1,C03,1,66,2,8,50,4,01
107,08,08,05,50,2,10文山區,文山區指南路2段與萬壽路口,0,1,2,B03,1,54,3,8,50,4,01
107,08,08,20,55,2,10文山區,文山區木柵路3段與秀明路1段口,0,1,1,B03,1,39,3,8,50,4,01
107,08,08,20,55,2,10文山區,文山區木柵路3段與秀明路1段口,0,1,2,C03,1,21,2,8,50,4,01
107,08,03,09,10,2,10文山區,文山區木柵路2段與秀明路1段口,0,2,1,C03,1,34,2,8,50,4,02
107,08,03,09,10,2,10文山區,文山區木柵路2段與秀明路1段口,0,2,2,C03,1,31,2,8,50,4,02
107,08,07,15,10,2,10文山區,文山區指南路3段38巷33-1號對面山上道路,0,1,1,C03,1,32,2,8,0,15,22
107,08,07,15,10,2,10文山區,文山區指南路3段38巷33-1號對面山上道路,0,1,2,,3,0,,8,0,15,22
107,08,07,18,05,2,10文山區,文山區道南橋底涵洞便道,0,1,1,B03,1,66,3,7,30,14,09
107,08,07,18,05,2,10文山區,文山區道南橋底涵洞便道,0,1,2,C03,2,50,2,7,30,14,09
107,08,07,23,00,2,10文山區,文山區辛亥路7段與忠順街1段口,0,2,1,C03,1,30,2,7,40,3,03
107,08,07,23,00,2,10文山區,文山區辛亥路7段與忠順街1段口,0,2,2,C03,1,57,2,7,40,3,03
107,08,09,19,21,2,10文山區,文山區萬安街12巷與萬安街口,0,2,1,C03,1,17,2,7,50,4,01
107,08,09,19,21,2,10文山區,文山區萬安街12巷與萬安街口,0,2,2,F01,1,55,2,7,50,4,01
107,08,09,19,21,2,10文山區,文山區萬安街12巷與萬安街口,0,2,3,B03,1,65,3,7,50,4,01
107,08,13,17,30,2,10文山區,文山區興隆路4段42巷,0,1,1,F01,1,15,2,8,40,14,09
107,08,13,17,30,2,10文山區,文山區興隆路4段42巷,0,1,2,F01,4,0,4,8,40,14,09
107,08,18,08,17,2,10文山區,文山區木新路3段74巷與木新路3段口,0,1,1,B03,1,45,3,8,50,3,01
107,08,18,08,17,2,10文山區,文山區木新路3段74巷與木新路3段口,0,1,2,C03,1,33,2,8,50,3,01
107,08,18,13,55,2,10文山區,文山區新光路2段燈桿94北市交工約第062號,0,1,2,C03,1,22,2,6,50,14,09
107,08,18,13,55,2,10文山區,文山區新光路2段燈桿94北市交工約第062號,0,1,1,B03,1,29,3,6,50,14,09
107,08,19,08,15,2,10文山區,文山區新光路2段貓纜動物園站,0,1,1,A04,1,64,3,8,50,14,10
107,08,19,08,15,2,10文山區,文山區新光路2段貓纜動物園站,0,1,2,H02,1,54,2,8,50,14,10
107,09,03,10,50,2,10文山區,文山區辛亥路6段51號,0,2,1,C01,1,23,2,8,50,14,18
107,09,03,10,50,2,10文山區,文山區辛亥路6段51號,0,2,2,H01,1,68,2,8,50,14,18
107,08,20,07,41,2,10文山區,文山區木柵路1段54號(復興派出所)前,0,1,1,C03,1,58,2,8,50,14,09
107,09,04,12,54,2,10文山區,文山區木柵路1段與辛亥路6段口,0,2,3,H02,2,24,2,8,0,14,09
107,09,04,16,42,2,10文山區,文山區興隆路4段54-3號,0,1,1,B03,1,62,3,8,50,14,09
107,09,04,16,42,2,10文山區,文山區興隆路4段54-3號,0,1,2,C03,2,21,2,8,50,14,09
107,09,05,08,24,2,10文山區,文山區新光路1段65巷35號,0,1,1,B03,1,55,3,8,40,14,09
107,09,05,08,24,2,10文山區,文山區新光路1段65巷35號,0,1,2,C03,2,72,2,8,40,14,09
107,09,05,08,24,2,10文山區,文山區新光路1段65巷35號,0,1,3,B12,1,52,3,8,40,14,09
107,09,05,10,49,2,10文山區,文山區光輝路20巷口,0,1,1,B03,2,50,3,8,50,14,09
107,09,05,10,49,2,10文山區,文山區光輝路20巷口,0,1,2,C03,1,42,2,8,50,14,09
107,09,06,08,11,2,10文山區,文山區興隆路4段165巷16號,0,1,1,C03,1,48,2,8,30,14,09
107,09,06,08,11,2,10文山區,文山區興隆路4段165巷16號,0,1,2,B01,1,55,3,8,30,14,09
107,09,06,08,11,2,10文山區,文山區興隆路4段165巷16號,0,1,3,B03,2,37,3,8,30,14,09
107,09,09,15,25,2,10文山區,文山區政大一街與政大三街口,0,1,1,C03,1,42,2,6,30,14,09
107,09,09,15,25,2,10文山區,文山區政大一街與政大三街口,0,1,2,,3,0,,6,30,14,09
107,09,09,17,32,2,10文山區,文山區和平東路4段(南往北)方向,0,1,1,C03,1,23,2,6,50,11,09
107,09,09,17,32,2,10文山區,文山區和平東路4段(南往北)方向,0,1,2,,3,0,,6,50,11,09
107,09,20,07,20,2,10文山區,文山區新光路2段8號旁(電燈桿264),0,1,1,C03,1,18,2,8,50,11,09
107,09,20,07,20,2,10文山區,文山區新光路2段8號旁(電燈桿264),0,1,2,B12,1,64,3,8,50,11,09
107,09,20,16,31,2,10文山區,文山區木柵路5段文和橋旁,0,1,1,C03,1,18,2,8,50,14,09
107,09,20,17,31,2,10文山區,文山區木柵路5段43巷往富德公墓,0,1,1,C03,1,63,2,8,40,11,09
107,10,06,08,43,2,10文山區,文山區木柵路3段169巷口,0,1,1,B03,2,56,3,8,50,14,09
107,10,06,08,43,2,10文山區,文山區木柵路3段169巷口,0,1,2,C03,2,47,2,8,50,14,09
107,07,24,22,15,2,10文山區,文山區木柵路1段212號,0,2,1,C03,2,43,2,8,50,14,09
107,12,09,10,53,2,10文山區,文山區木新路2段與保儀路口,0,1,1,B03,1,48,3,6,50,3,01
107,12,09,10,53,2,10文山區,文山區木新路2段與保儀路口,0,1,2,C03,2,23,2,6,50,3,01
107,12,09,13,26,2,10文山區,文山區忠順街1段48巷與忠順街1段26巷3弄口,0,1,1,C03,2,49,2,6,40,4,01
107,12,09,13,26,2,10文山區,文山區忠順街1段48巷與忠順街1段26巷3弄口,0,1,2,B03,1,49,3,6,40,4,01
107,12,28,15,28,2,10文山區,文山區木柵路4段與木柵路4段149巷口,0,1,1,B12,1,55,3,6,40,3,01
107,12,28,15,28,2,10文山區,文山區木柵路4段與木柵路4段149巷口,0,1,2,C03,2,40,2,6,40,3,01
107,12,30,21,09,2,10文山區,文山區木柵路4段與萬芳交流道口,0,1,1,B03,2,51,3,6,50,3,01
107,12,30,21,09,2,10文山區,文山區木柵路4段與萬芳交流道口,0,1,2,C03,1,37,2,6,50,3,01
107,12,18,08,34,2,10文山區,文山區寶橋上西往東,0,1,1,,3,0,,8,0,8,09
107,12,18,08,34,2,10文山區,文山區寶橋上西往東,0,1,2,C03,2,56,2,8,0,8,09
107,07,24,22,15,2,10文山區,文山區木柵路1段212號,0,2,2,C03,1,30,2,8,50,14,09
107,07,27,15,51,2,10文山區,文山區木新路3段232巷6弄與忠順街1段26巷27弄口,0,1,1,C03,2,61,2,8,30,4,01
107,07,27,15,51,2,10文山區,文山區木新路3段232巷6弄與忠順街1段26巷27弄口,0,1,2,B03,1,34,3,8,30,4,01
107,11,30,11,23,2,10文山區,文山區木柵路2段138巷與興隆路4段105巷口口,0,2,1,C03,1,25,2,8,50,4,01
107,11,30,11,23,2,10文山區,文山區木柵路2段138巷與興隆路4段105巷口口,0,2,2,C03,2,20,2,8,50,4,01
107,12,04,16,00,2,10文山區,文山區老泉街45巷與老泉街口154號路燈,0,1,1,C03,1,82,2,8,40,3,02
107,12,04,16,00,2,10文山區,文山區老泉街45巷與老泉街口154號路燈,0,1,2,,3,0,,8,40,3,02
107,12,04,17,30,2,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口口,0,4,1,C03,2,48,2,8,40,4,01
107,12,04,17,30,2,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口口,0,4,2,C03,1,54,2,8,40,4,01
107,12,04,17,30,2,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口口,0,4,3,H02,2,9,2,8,40,4,01
107,12,04,17,30,2,10文山區,文山區木新路3段50巷與木新路3段50巷10弄口口,0,4,4,H02,1,7,2,8,40,4,01
107,12,06,22,25,2,10文山區,文山區辛亥路7段與光輝路50巷口口,0,1,1,C03,1,24,2,6,50,3,02
107,12,06,22,25,2,10文山區,文山區辛亥路7段與光輝路50巷口口,0,1,2,B03,2,48,3,6,50,3,02
107,12,07,20,06,2,10文山區,文山區指南路1段與木新路2段口口,0,1,1,B12,1,42,3,6,50,4,01
107,12,07,20,06,2,10文山區,文山區指南路1段與木新路2段口口,0,1,2,C03,1,19,2,6,50,4,01
107,12,16,14,20,2,10文山區,文山區新光路1段27號停車格,0,2,1,B03,1,30,3,8,40,14,08
107,12,16,14,20,2,10文山區,文山區新光路1段27號停車格,0,2,2,C03,2,45,2,8,40,14,08
107,12,16,14,20,2,10文山區,文山區新光路1段27號停車格,0,2,3,B02,1,22,3,8,40,14,08
107,12,16,14,20,2,10文山區,文山區新光路1段27號停車格,0,2,4,H02,1,49,2,8,40,14,08
107,08,04,08,24,2,10文山區,文山區木柵路5段43巷北26電桿,0,1,1,B12,1,57,4,8,30,11,09
107,08,04,08,24,2,10文山區,文山區木柵路5段43巷北26電桿,0,1,2,F01,2,31,2,8,30,11,09
107,08,05,09,25,2,10文山區,文山區興隆路4段145巷與興隆路4段口,0,1,1,C03,1,60,3,8,40,3,01
107,08,05,09,25,2,10文山區,文山區興隆路4段145巷與興隆路4段口,0,1,2,C03,2,19,2,8,40,3,01
107,08,05,12,10,2,10文山區,文山區萬和街與萬樂街口,0,2,1,B12,1,52,3,8,50,3,01
107,08,05,12,10,2,10文山區,文山區萬和街與萬樂街口,0,2,2,C03,1,33,2,8,50,3,01
107,08,05,12,10,2,10文山區,文山區萬和街與萬樂街口,0,2,3,H02,2,26,2,8,50,3,01
107,08,15,10,11,2,10文山區,文山區木新路3段232巷與忠順街1段26巷30弄口,0,1,1,C03,2,44,2,8,30,3,01
107,08,15,10,11,2,10文山區,文山區木新路3段232巷與忠順街1段26巷30弄口,0,1,2,C03,1,29,3,8,30,3,01
107,08,21,07,38,2,10文山區,文山區指南路1段96巷與木新路2段79巷12弄口,0,1,1,B03,1,26,3,8,30,3,02
107,08,21,07,38,2,10文山區,文山區指南路1段96巷與木新路2段79巷12弄口,0,1,2,C03,2,37,2,8,30,3,02
107,08,25,14,55,2,10文山區,文山區木柵路4段與木柵路4段159巷口,0,1,1,C03,1,58,3,8,50,3,01
107,08,25,14,55,2,10文山區,文山區木柵路4段與木柵路4段159巷口,0,1,2,C03,2,50,2,8,50,3,01
107,11,28,21,05,2,10文山區,文山區木柵路3段49巷與木柵路3段口,0,1,1,B03,1,29,3,7,50,3,02
107,11,28,21,05,2,10文山區,文山區木柵路3段49巷與木柵路3段口,0,1,2,C03,2,36,2,7,50,3,02
107,12,07,10,10,2,10文山區,文山區木新路2段161巷與木新路2段口,0,1,1,B01,1,66,3,6,50,4,02
107,12,07,10,10,2,10文山區,文山區木新路2段161巷與木新路2段口,0,1,2,C03,1,23,2,6,50,4,02
107,12,07,14,00,2,10文山區,文山區指南路1段與永安街口,0,1,1,C03,2,47,3,6,50,3,01
107,12,07,14,00,2,10文山區,文山區指南路1段與永安街口,0,1,2,C03,2,24,2,6,50,3,01
107,12,13,22,26,2,10文山區,文山區辛亥路6段11號,0,1,1,B03,1,23,3,6,50,14,09
107,12,13,22,26,2,10文山區,文山區辛亥路6段11號,0,1,2,C03,1,19,2,6,50,14,09
107,12,27,16,40,2,10文山區,文山區試院路82號,0,1,1,C03,1,18,3,6,30,14,09
107,12,27,16,40,2,10文山區,文山區試院路82號,0,1,2,C03,2,25,2,6,30,14,09
107,12,27,20,23,2,10文山區,文山區永安街22巷與永安街口,0,2,1,C03,2,29,2,6,50,4,01
107,12,27,20,23,2,10文山區,文山區永安街22巷與永安街口,0,2,2,H01,2,76,2,6,50,4,01
107,12,29,20,44,2,10文山區,文山區木柵路1段與試院路口(單號),0,1,1,C03,1,18,2,6,50,4,01
107,12,29,20,44,2,10文山區,文山區木柵路1段與試院路口(單號),0,1,2,B03,1,33,3,6,50,4,01
107,12,30,18,24,2,10文山區,文山區新光路2段053燈桿,0,1,1,C03,2,27,2,6,50,14,09
107,12,30,18,24,2,10文山區,文山區新光路2段053燈桿,0,1,2,,3,0,,6,50,14,09
107,11,20,21,57,2,10文山區,文山區興隆路4段與興隆路4段145巷口口,0,2,1,C03,2,68,2,8,50,4,01
107,11,20,21,57,2,10文山區,文山區興隆路4段與興隆路4段145巷口口,0,2,2,C03,2,21,2,8,50,4,01
107,11,29,11,59,2,10文山區,文山區木新路2段79巷與木新路2段口口,0,1,1,C04,2,56,2,8,50,3,02
107,11,29,11,59,2,10文山區,文山區木新路2段79巷與木新路2段口口,0,1,2,B03,1,42,3,8,50,3,02
107,11,29,16,46,2,10文山區,文山區木柵路4段77號,0,1,1,C03,2,57,2,8,50,14,09
107,11,29,16,46,2,10文山區,文山區木柵路4段77號,0,1,2,B03,2,52,3,8,50,14,09
107,11,30,07,31,2,10文山區,文山區一壽街與一壽街20巷口口,0,1,1,C03,2,37,2,8,30,4,01
107,11,30,07,31,2,10文山區,文山區一壽街與一壽街20巷口口,0,1,2,B03,1,41,3,8,30,4,01
107,11,30,07,31,2,10文山區,文山區一壽街與一壽街20巷口口,0,1,3,H02,1,6,4,8,30,4,01
107,12,20,15,05,2,10文山區,文山區忠順街2段85巷與無名巷口口,0,1,1,B03,2,40,3,8,40,4,02
107,12,20,15,05,2,10文山區,文山區忠順街2段85巷與無名巷口口,0,1,2,C03,1,21,2,8,40,4,02
107,12,22,05,00,2,10文山區,文山區木柵路1段312號,0,2,1,B01,1,56,2,8,50,14,09
107,12,22,05,00,2,10文山區,文山區木柵路1段312號,0,2,2,B03,1,50,3,8,50,14,09
107,12,22,05,00,2,10文山區,文山區木柵路1段312號,0,2,3,H02,2,75,2,8,50,14,09
107,12,18,08,34,2,10文山區,文山區寶橋上西往東,0,1,3,H03,2,69,3,8,0,8,09
107,12,20,10,15,2,10文山區,文山區木新路3段172巷與木新路3段172巷2弄口,0,1,1,B03,1,49,3,8,40,4,01
107,12,20,10,15,2,10文山區,文山區木新路3段172巷與木新路3段172巷2弄口,0,1,2,C03,1,66,2,8,40,4,01
107,12,21,17,20,2,10文山區,文山區木柵路1段與富山路口,0,3,1,C03,1,61,2,8,50,3,02
107,12,21,17,20,2,10文山區,文山區木柵路1段與富山路口,0,3,2,C03,1,48,2,8,50,3,02
107,12,21,17,20,2,10文山區,文山區木柵路1段與富山路口,0,3,3,H02,1,18,2,8,50,3,02
107,12,23,03,00,2,10文山區,文山區辛亥路6段與木柵路1段口,0,2,1,C03,2,39,2,8,50,4,02
107,12,23,03,00,2,10文山區,文山區辛亥路6段與木柵路1段口,0,2,2,H02,2,39,2,8,50,4,02
107,12,23,03,00,2,10文山區,文山區辛亥路6段與木柵路1段口,0,2,3,,3,0,,8,50,4,02
107,12,24,12,40,2,10文山區,文山區木柵路1段與光輝路口,0,1,1,C03,2,21,2,6,50,3,02
107,12,24,12,40,2,10文山區,文山區木柵路1段與光輝路口,0,1,2,,3,0,,6,50,3,02
107,12,20,12,48,2,10文山區,文山區木柵路2段8號旁,0,2,1,C03,1,22,2,8,50,14,09
107,12,20,12,48,2,10文山區,文山區木柵路2段8號旁,0,2,2,C03,2,21,2,8,50,14,09
107,12,21,12,58,2,10文山區,文山區開元街10號旁,0,1,1,B03,2,41,3,8,30,14,09
107,12,21,12,58,2,10文山區,文山區開元街10號旁,0,1,2,H01,2,61,2,8,30,14,09
107,12,22,09,00,2,10文山區,文山區木柵路1段與木柵路1段58巷口,0,1,1,B03,1,55,3,8,50,4,01
107,12,22,09,00,2,10文山區,文山區木柵路1段與木柵路1段58巷口,0,1,2,C03,1,19,2,8,50,4,01
107,12,10,08,20,2,10文山區,文山區木新路2段111巷與木新路2段111巷12弄口,0,1,1,B03,4,0,4,6,40,3,01
107,12,10,08,20,2,10文山區,文山區木新路2段111巷與木新路2段111巷12弄口,0,1,2,C03,1,22,2,6,40,3,01
107,12,13,18,10,2,10文山區,文山區木新路3段與一壽街口,0,1,1,B03,2,42,3,6,50,3,01
107,12,13,18,10,2,10文山區,文山區木新路3段與一壽街口,0,1,2,C03,1,47,2,6,50,3,01
107,12,14,19,10,2,10文山區,文山區指南路3段107號,0,1,1,B03,2,58,3,7,40,12,09
107,12,14,19,10,2,10文山區,文山區指南路3段107號,0,1,2,H01,1,7,2,7,40,12,09
107,12,15,19,00,2,10文山區,文山區試院路80號,0,1,1,,3,0,,8,40,12,09
107,12,15,19,00,2,10文山區,文山區試院路80號,0,1,2,F01,1,59,2,8,40,12,09
107,12,26,12,14,2,10文山區,文山區木新路2段158巷與木新路2段口,0,1,1,,3,0,,6,0,4,02
107,12,26,12,14,2,10文山區,文山區木新路2段158巷與木新路2段口,0,1,2,C03,1,22,2,6,0,4,02
107,12,29,13,10,2,10文山區,文山區木柵路1段與辛亥路7段口,0,1,1,B12,1,65,3,7,50,04,02
107,12,29,13,10,2,10文山區,文山區木柵路1段與辛亥路7段口,0,1,2,C03,2,24,2,7,50,04,02
107,11,14,07,47,2,10文山區,文山區木新路3段與興隆路4段口,0,1,1,C03,2,49,3,8,50,3,01
107,11,14,07,47,2,10文山區,文山區木新路3段與興隆路4段口,0,1,2,C03,2,45,2,8,50,3,01
107,11,14,12,10,2,10文山區,文山區指南路1段與集英街口,0,1,1,C03,1,20,3,8,50,3,01
107,11,14,12,10,2,10文山區,文山區指南路1段與集英街口,0,1,2,H01,2,68,2,8,50,3,01
107,11,14,13,33,2,10文山區,文山區萬壽橋與木柵路4段口自行車引道,0,1,1,,3,0,,8,0,4,02
107,12,19,11,17,2,10文山區,文山區和平東路4段286號,0,1,1,B03,1,41,3,8,50,14,09
107,12,19,11,17,2,10文山區,文山區和平東路4段286號,0,1,2,C03,2,39,2,8,50,14,09
107,12,23,16,15,2,10文山區,文山區和平東路4段66巷與和平東路4段口口,0,1,1,B01,1,63,3,6,0,4,01
107,12,23,16,15,2,10文山區,文山區和平東路4段66巷與和平東路4段口口,0,1,2,C03,1,18,2,6,0,4,01
107,12,20,01,38,2,10文山區,文山區木新路3段與木新路3段243巷口,0,2,1,C03,1,18,2,8,50,3,02
107,12,20,01,38,2,10文山區,文山區木新路3段與木新路3段243巷口,0,2,2,C03,1,19,2,8,50,3,02
107,12,27,06,57,2,10文山區,文山區木柵路4段與和平東路4段口,0,1,1,C03,1,43,2,6,50,3,02
107,12,27,06,57,2,10文山區,文山區木柵路4段與和平東路4段口,0,1,2,G03,1,59,3,6,50,3,02
107,11,02,06,51,2,10文山區,文山區興隆路4段109巷與忠順街2段85巷口,0,1,1,C03,1,18,3,6,50,3,01
107,11,02,06,51,2,10文山區,文山區興隆路4段109巷與忠順街2段85巷口,0,1,2,C03,2,58,2,6,50,3,01
107,11,02,09,12,2,10文山區,文山區木新路3段193號旁,0,2,1,C03,1,20,2,6,50,14,09
107,11,02,09,12,2,10文山區,文山區木新路3段193號旁,0,2,2,H01,2,62,2,6,50,14,09
107,11,03,09,07,2,10文山區,文山區忠順街2段87巷25弄第10號停車格,0,1,1,B12,1,39,3,7,50,14,09
107,11,03,09,07,2,10文山區,文山區忠順街2段87巷25弄第10號停車格,0,1,2,C03,2,48,2,7,50,14,09
107,11,14,13,33,2,10文山區,文山區萬壽橋與木柵路4段口自行車引道,0,1,2,F01,1,61,2,8,0,4,02
107,11,14,17,29,2,10文山區,文山區萬美街1段路邊停車格28旁,0,1,1,B12,1,47,3,8,50,14,09
107,11,14,17,29,2,10文山區,文山區萬美街1段路邊停車格28旁,0,1,2,B03,1,68,3,8,50,14,09
107,11,14,17,29,2,10文山區,文山區萬美街1段路邊停車格28旁,0,1,3,C03,1,63,2,8,50,14,09
107,11,15,11,24,2,10文山區,文山區永安街與木新路2段66巷口,0,1,1,B03,1,42,3,8,30,4,01
107,11,15,11,24,2,10文山區,文山區永安街與木新路2段66巷口,0,1,2,C03,2,36,2,8,30,4,01
107,11,19,17,43,2,10文山區,文山區保儀路127號,0,2,1,C03,1,32,2,6,50,14,19
107,11,19,17,43,2,10文山區,文山區保儀路127號,0,2,2,H01,2,41,2,6,50,14,19
107,11,19,19,30,2,10文山區,文山區木新路2段46號,0,1,1,C03,2,18,2,8,50,14,09
107,11,19,19,30,2,10文山區,文山區木新路2段46號,0,1,2,A02,1,43,3,8,50,14,09
107,11,21,21,04,2,10文山區,文山區興隆路4段木柵公園旁,0,1,1,C03,2,24,2,6,50,14,09
107,11,21,21,04,2,10文山區,文山區興隆路4段木柵公園旁,0,1,2,,3,0,,6,50,14,09
107,11,22,18,56,2,10文山區,文山區寶橋西往東,0,1,1,B01,1,60,2,6,50,8,05
107,11,22,18,56,2,10文山區,文山區寶橋西往東,0,1,2,,3,0,,6,50,8,05
107,11,30,10,46,2,10文山區,文山區政大一街61號前,0,1,1,C03,1,46,2,8,30,11,09
107,11,30,10,46,2,10文山區,文山區政大一街61號前,0,1,2,B03,2,39,3,8,30,11,09
107,11,30,14,43,2,10文山區,文山區木柵路4段與木柵路4段159巷口,0,1,1,B03,2,79,3,8,50,3,01
107,11,30,14,43,2,10文山區,文山區木柵路4段與木柵路4段159巷口,0,1,2,C03,2,18,2,8,50,3,01
107,12,02,10,00,2,10文山區,文山區老泉街43號,0,1,1,B03,1,26,3,8,40,11,09
107,12,02,10,00,2,10文山區,文山區老泉街43號,0,1,2,C03,1,64,2,8,40,11,09
107,12,02,13,26,2,10文山區,文山區木柵路4段與木柵路4段111巷口,0,1,1,B03,1,49,3,8,50,3,02
107,12,02,13,26,2,10文山區,文山區木柵路4段與木柵路4段111巷口,0,1,2,C03,2,46,2,8,50,3,02
107,12,07,19,56,2,10文山區,文山區木新路3段與興隆路4段口,0,1,1,B03,2,59,3,6,50,3,02
107,12,07,19,56,2,10文山區,文山區木新路3段與興隆路4段口,0,1,2,H01,1,48,2,6,50,3,02
107,12,16,07,20,2,10文山區,文山區光輝路與辛亥路7段20巷口,0,1,1,C03,1,26,3,8,30,4,02
107,12,16,07,20,2,10文山區,文山區光輝路與辛亥路7段20巷口,0,1,2,C03,1,36,2,8,30,4,02
107,12,17,08,50,2,10文山區,文山區木柵路4段76號對面,0,1,1,C03,1,18,2,8,50,14,09
