"sno","sna","tot","sbi","sarea","mday","lat","lng","ar","sareaen","snaen","aren","bemp","act"
"1001","大鵬華城","38","11","新店區","20180719111824","24.99116","121.53398","新北市新店區中正路700巷3號","Xindian Dist.","Dapeng Community","No. 3, Lane 700 Chung Cheng Road, Xindian District","27","1"
"1002","汐止火車站","56","18","汐止區","20180719111818","25.068914","121.662748","南昌街/新昌路口(西側廣場)","Xizhi Dist.","Xizhi Railway Station","Nanchang St./Xinchang Rd.","38","1"
"1003","汐止區公所","46","24","汐止區","20180719111844","25.064162","121.658301","新台五路一段/仁愛路口(新台五路側汐止地政事務所前機車停車場)","Xizhi Dist.","Xizhi Dist. Office","Sec. 1, Xintai 5th Rd./Ren’ai Rd.","22","1"
"1004","國泰綜合醫院","56","17","汐止區","20180719111841","25.07315","121.662555","建成路78號對面停車場","Xizhi Dist.","Cathay General Hospital","No78, Jiancheng Rd","38","1"
"1005","裕隆公園","40","15","新店區","20180719111819","24.979649","121.546319","寶中路/品牌路口(東南側)","Xindian Dist.","Yulon Park","Baozhong Rd./","25","1"
"1006","捷運大坪林站(3號出口)","32","16","新店區","20180719111819","24.983977","121.541721","寶安街/寶安街58巷(西北側)","Xindian Dist.","MRT Dapinglin Sta.(Exit.3)","Bao'an St./Ln. 58,Bao'an St","16","1"
"1007","汐科火車站(北)","34","17","汐止區","20180719111833","25.064106","121.653019","大同路二段184巷/龍安路202巷(西側)(汐科火車站北站出口前)","Xizhi Dist.","Xike Railway Station(North)","Ln. 184,Sec. 2, Datong Rd./Ln. 202,Long’an Rd.","17","1"
"1008","興華公園","40","18","三重區","20180719111844","25.060125","121.483101","重陽路一段120巷/中華路2巷","Sanchong Dist.","Xinghua Park","Ln. 120, Sec. 1, Chongyang Rd./Ln. 2, Zhonghua Rd.","22","1"
"1009","三重國民運動中心","68","15","三重區","20180719111816","25.054391","121.488489","集美街/重新路四段184巷","Sanchong Dist.","San chong Civil Sports Center","Jimei St., Sanchong Dist./Ln. 184, Sec. 4, Chongxin Rd.","51","1"
"1010","捷運三重站(3號出口)","34","2","三重區","20180719111816","25.055883","121.484739","捷運路/捷運路37巷","Sanchong Dist.","MRT Sanchong Sta. (Exit 3)","Jieyun Rd./Ln. 37, Jieyun Rd.","32","1"
"1011","樟樹國小","48","30","汐止區","20180719111836","25.066688","121.640367","樟樹二路/樟樹一路141巷","Xizhi Dist.","Zhangshu Elementary School","Zhangshu 2nd Rd./Ln. 141, Zhangshu 1st Rd.","18","1"
"1012","金龍國小","52","15","汐止區","20180719111823","25.0688","121.628908","中興路/民族六街","Xizhi Dist.","Jinlong Elementary School","Zhongxing Rd./Minzu 6th St.","36","1"
"1013","白雲國小","46","20","汐止區","20180719111841","25.047578","121.618888","民權街二段90號","Xizhi Dist.","Pai Yun Primary School","No.90, Sec. 2, Minquan St.","26","1"
"1014","東勢宜興活動中心","52","5","汐止區","20180719111822","25.039031","121.624333","東勢街/芳園街","Xizhi Dist.","Yixing-Dongshi Civic Center","Dongshi St./Fangyuan St.","46","1"
"1015","後港公園","40","0","新莊區","20180719111831","25.025358","121.428348","建安街/建安街57巷","Xinzhuang Dist.","Hougang Park","Ln. 57, Jian’an St./Jian’an St.","40","1"
"1016","福營行政中心","42","28","新莊區","20180719111825","25.0241250","121.423870","四維路17號-20號","Xinzhuang Dist.","Fuying Administration Center","No.17, Siwei Rd./No.20, Siwei Rd.","14","1"
"1017","西盛公園","36","3","新莊區","20180719111836","25.017113","121.428048","新莊區西盛街/西盛街201巷","Xinzhuang Dist.","Xisheng Park","Xisheng St./Ln. 201, Xisheng St.","33","1"
"1018","忠誠里(北新路2段97巷)","40","18","新店區","20180719111829","24.974272","121.542779","北新路二段/北新路二段97巷","Xindian Dist.","Zhongcheng Village (Ln. 97, Sec. 2, Beixin Rd)","Sec. 2, Beixin Rd./Ln. 97, Sec. 2, Beixin Rd.","22","1"
"1019","仁愛廣場","50","6","蘆洲區","20180719111829","25.090565","121.471621","民權路139號旁","Luzhou Dist.","Renai Square","No.139, Minquan Rd.","42","1"
"1020","重陽國小","42","6","三重區","20180719111817","25.066245 ","121.484337 ","中正北路/三民街175巷","Sanchong Dist.","Chong Yang Elementary School","Zhongzheng N. Rd./Ln. 175, Sanmin St.","36","1"
"1021","明志國中","50","31","三重區","20180719111832","25.063396","121.488982","中正北路107號","Sanchong Dist.","Mingzhi Junior High School","No.107, Zhongzheng N. Rd","18","1"
"1022","三重商工","64","46","三重區","20180719111824","25.068681","121.480705","中正北路/中正北路276巷","Sanchong Dist.","San-Chung Commercial and Industrial Vocational High School","Ln. 276, Zhongzheng N. Rd.","18","1"
"1023","捷運新莊站(1號出口)","58","8","新莊區","20180719111732","25.036152 ","121.452069 ","中正路/中華路一段","Xinzhuang Dist.","MRT Xinzhuang Sta. (Exit 1)","Zhongzheng Rd./Sec. 1, Zhonghua Rd.","49","1"
"1024","原興廣場","52","35","汐止區","20180719111820","25.065042","121.633149","原興路/中興路150巷","Xizhi Dist.","Yuan Xing Square","Yuanxing Rd./Ln. 150, Zhongxing Rd.","17","1"
"1025","文化白雲公園","76","1","汐止區","20180719111838","25.056875","121.655207","水源路二段42號訖水源路二段68號","Xizhi Dist.","Wenhua-Baiyun Park","No.42 to No.68, Sec. 2, Shuiyuan Rd.","74","1"
"1026","秀山國小","62","21","中和區","20180719111840","24.996151 ","121.521988 ","更生街/自立路(西南側)","Zhonghe Dist.","Xiushan Elementary School","Gengsheng St./Zili Rd.","40","1"
"1027","捷運永安市場站","72","19","中和區","20180719111820","25.001013 ","121.511588 ","中安街/中和路378巷(東南側)","Zhonghe Dist.","MRT Yongan Market Sta.","Zhong’an St./Ln. 378, Zhonghe Rd.","53","1"
"1028","福和國中","66","38","永和區","20180719111842","25.005952","121.520930","永貞路/永亨路(東南側)","Yonghe Dist.","Fuhe Junior High School","Yongzhen Rd./Yongheng Rd.","23","1"
"1029","仁愛公園","60","28","永和區","20180719111826","25.009838","121.505825","仁愛路/保生路","Yonghe Dist.","Renai Park","Ren’ai Rd./Baosheng Rd.","32","1"
"1030","中和公園","46","28","中和區","20180719111831","25.000726 ","121.514350 ","安樂路/得和路(西南側)","Zhonghe Dist.","Zhonghe Park","Anle Rd./Dehe Rd.","18","1"
"1031","金龍公園","52","27","汐止區","20180719111820","25.069473","121.631525 ","湖前街31巷2弄/湖前街31巷","Xizhi Dist.","Jinlong Park","Aly. 2, Ln. 31, Huqian St./Ln. 31, Huqian St.","25","1"
"1032","重陽公園","50","13","蘆洲區","20180719111842","25.085688","121.483618","集賢路221巷重陽活動中心","Luzhou Dist.","Chong Yang Park","Ln. 221, Jixian Rd.","37","1"
"1033","捷運三民高中站(1號出口)","78","48","蘆洲區","20180719111827","25.085815 ","121.472722 ","三民路105號","Luzhou Dist.","MRT Sanmin Senior High School Sta. (Exit 1)","No.105, Sanmin Rd.","28","1"
"1034","中原公園","58","33","蘆洲區","20180719111824","25.083316 ","121.463894 ","長興路22號前通道","Luzhou Dist.","Zhung Yuan Park","No.22, Changxing Rd.","25","1"
"1035","丹鳳派出所","38","0","新莊區","20180719111834","25.027694 ","121.414662 ","雙鳳路77巷丹鳳派出所前","Xinzhuang Dist.","Danfeng Police Substation","Ln. 77, Shuangfeng Rd.(Danfeng Police Station)","38","1"
"1036","小金門友誼公園","60","32","新店區","20180719111845","24.977227","121.538140","民族路/建興街","Xindian Dist.","Little Kinmen Park","Minzu Rd./Jianxing St.","28","1"
"1037","中興寶橋路口","52","22","新店區","20180719111832","24.976180 ","121.546870 ","中興路三段1號旁","Xindian Dist.","Zhongxing & Baoqiao Intersection　","No.1, Sec. 3, Zhongxing Rd.","30","1"
"1038","新莊棒球場","74","7","新莊區","20180719111828","25.041603 ","121.446053 ","和興街75號/復興路一段23號","Xinzhuang Dist.","Xinzhuang Baseball Court","No.75, Hexing St./No.23, Sec. 1, Fuxing Rd.","66","1"
"1039","頂溪國小","44","27","永和區","20180719111834","25.015811","121.511261","文化路133號(西側)","Yonghe Dist.","Tinghsi Elementary School","No.133, Wenhua Rd.","17","1"
"1040","永和國小","38","24","永和區","20180719111817","25.002272 ","121.517442 ","中正路390號至426號對面","Yonghe Dist.","Yonghe Elementary School","No.390 to No.426, Zhongzheng Rd.(opposite)","13","1"
"1041","秀朗國小","46","26","永和區","20180719111724","24.999392 ","121.522843 ","民生路15號至23號對面","Yonghe Dist.","Xiu Lang Elementary School","No.15 to No.23, Minsheng Rd.(opposite)","20","1"
"1042","台北慈濟醫院","40","21","新店區","20180719111840","24.985872 ","121.536887 ","建國路289號旁空地","Xindian Dist.","Taipei Tzu Chi Hospital","No.289, Jianguo Rd.","19","1"
"1043","捷運頂溪站(1號出口)","36","3","永和區","20180719111817","25.012176 ","121.515271 ","中興街1號對面","Yonghe Dist.","MRT Dingxi Sta. (Exit 1)","No.1, Zhongxing St.(opposite)","33","1"
"1044","保安永平路口","42","19","永和區","20180719111821","25.012691 ","121.506471 ","保安路248號至250號對面","Yonghe Dist.","Bao'an & Yongping Intersection","No.248 to No.250, Bao’an Rd.","20","1"
"1045","崇光女中","36","14","新店區","20180719111825","24.972127 ","121.539554 ","三民路14號至三民路18號","Xindian Dist.","Our Lady of Providence Girls' High School","No.14 to No.18, Sanmin Rd.","22","1"
"1046","新店高中","42","30","新店區","20180719111843","24.974181 ","121.534209 ","三民路159巷/三民路108號(對面人行道)","Xindian Dist.","Hsin Tien Senior High School","Ln. 159, Sanmin Rd./ No.108, Sanmin Rd.","11","1"
"1047","新莊文化藝術中心","48","41","新莊區","20180719111823","25.047150 ","121.444453 ","中平路133號前","Xinzhuang Dist.","Xinzhuang Culture and Arts Center","No.133, Zhongping Rd.","7","1"
"1048","中華中原路口","58","27","新莊區","20180719111823","25.054232","121.451752","中原路/中華路二段","Xinzhuang Dist.","Zhonghua & Zhongyuan Intersection","Zhongyuan Rd./Sec. 2, Zhonghua Rd","31","1"
"1049","新北高中","60","25","三重區","20180719111841","25.087225 ","121.489525 ","三信路1號旁","Sanchong Dist.","New Taipei Senior High School","No.1, Sanxin Rd.","34","1"
"1050","福壽公園","36","3","新莊區","20180719111831","25.051829 ","121.457746 ","福壽街130號至140號(對面福壽公園)","Xinzhuang Dist.","Fushou Park","No.130 to No.140, Fushou St.","33","1"
"1051","保長公園","42","12","汐止區","20180719111822","25.079523 ","121.674342 ","保長路/保長路45巷","Xizhi Dist.","Baochang Park"," Baochang Rd./Ln. 45, Baochang Rd.","30","1"
"1052","新店公有中央市場","36","18","新店區","20180719111833","24.975308","121.527287","中央四街64號對面","Xindian Dist.","Zhongyang Market","No.64, Zhongyang 4th St. (opposite)","18","1"
"1053","永平高中","34","6","永和區","20180719111835","25.009790","121.509092","永平路/永平路203巷口(靠學校圍牆路側)","Yonghe Dist.","Yong-Ping High School","Yongping Rd./Ln. 203, Yongping Rd.","28","1"
"1054","惠國市場","36","16","新店區","20180719111835","24.970415 ","121.543384 ","中正路75巷至中正路95巷間","Xindian Dist.","Huiguo Market","Ln. 75 to Ln. 95 , Zhongzheng Rd.","20","1"
"1055","陽光橋","40","17","新店區","20180719111825","24.978494 ","121.524176 ","溪園路/中山路","Xindian Dist.","Sunshine Bridge","Xiyuan Rd./Zhongshan Rd.","23","1"
"1056","中興寶慶街口","50","23","新店區","20180719111833","24.986942 ","121.541950 ","中興路三段/寶慶街","Xindian Dist.","Zhongxing & Baoqing Intersection","Sec. 3, Zhongxing Rd./Baoqing St.","27","1"
"1057","東方科學園區","52","44","汐止區","20180719111842","25.061262","121.649512","新台五路一段90-116號","Xizhi Dist.","Oriental Science Park","No.90 to No.116, Sec. 1, Xintai 5th Rd.","7","1"
"1058","連興龍安路口","70","15","汐止區","20180719111824","25.062989","121.654430","連興路/龍安路28巷","Xizhi Dist.","Lianxing & Long’an Intersection","Lianxing St./Ln. 28, Long’an Rd.","52","1"
"1059","青山國民中小學","50","20","汐止區","20180719111818","25.061034","121.655586","莊敬街33號","Xizhi Dist.","Qingshan Elementary and Junior High School","No.33, Zhuangjing St.","29","1"
"1060","汐止區綜合運動場","44","26","汐止區","20180719111837","25.066238","121.659067","汐科路/秀峰路","Xizhi Dist.","Xizhi Sports Field","Xike Rd./Xiufeng Rd.","18","1"
"1061","汐止公園","52","21","汐止區","20180719111829","25.067682","121.659763","大同路二段451號","Xizhi Dist.","Xizhi Park","No.451, Sec. 2, Datong Rd.","28","1"
"1062","保順環河西路口","58","39","永和區","20180719111833","25.010786","121.503376","保順環河西路口","Yonghe Dist.","Baoshun & Huanhe W. Intersection","Baoshun & Huanhe W. Intersection","18","1"
"1063","台灣科學園區","40","28","汐止區","20180719111844","25.057900","121.634899","大同路一段237號前空地","Xizhi Dist.","Taiwan Science Park","No.237, Sec. 1, Datong Rd.","12","1"
"1064","中正國小","32","9","新店區","20180719111819","24.971496","121.536296","三民路36號-42-1號前機車格","Xindian Dist.","Chung Cheng Elementary School","No. 36 to No.42-1, Sanmin Rd.","23","1"
"1065","開元市民活動中心","42","16","三重區","20180719111839","25.066074","121.503557","開元街58號/長元街65巷16弄對面","Sanchong Dist.","Kaiyuan Civic Activity Center","No.58, Kaiyuan St./Aly. 16, Ln. 65, Changyuan St. (opposite)","26","1"
"1066","雍和科學園區","44","29","汐止區","20180719111828","25.058078","121.626018","南陽街185號","Xizhi Dist.","Taipei Park","No.185, Nanyang St.","14","1"
"1067","二重國小","46","27","三重區","20180719111820","25.065976","121.477656","頂崁街164號至188號(對面二重國小)","Sanchong Dist.","Er Chong Elementary School","No.164 to No.188, Dingkan St. (opposite)","18","1"
"1068","二重國中","70","52","三重區","20180719111835","25.065957","121.480465","忠孝路三段75巷1號至忠孝路三段75巷11號(對面人行道)","Sanchong Dist.","Er Chung Junior High School","No.1, Ln. 75, Sec. 3, Zhongxiao Rd. to No.11, Ln. 75, Sec. 3, Zhongxiao Rd. (opposite)","17","1"
"1069","三重行政中心","44","16","三重區","20180719111831","25.060566","121.488229","新北大道一段15巷至新北大道一段5巷2弄(區公所人行道)","Sanchong Dist.","Sanchong District office","Ln. 12, Zhongshan Rd.,/Aly. 2, Ln. 5, Sec. 1, New Taipei Blvd.","28","1"
"1070","新北市立圖書館三重分館","50","28","三重區","20180719111841","25.066099","121.495529","自強路一段162號至自強路一段二弄4號(對面停車場)","Sanchong Dist.","New Taipei City Library Sanchong Branch","No.162, Sec. 1, Ziqiang Rd. to No.4, Aly. 2, Sec. 1, Ziqiang Rd. (opposite)","21","1"
"1071","三張公園","40","17","三重區","20180719111844","25.070507","121.490935","大智街127號至大智路137號(對面三張公園)","Sanchong Dist.","Sanzhang Park","No.127, Dazhi St. to No.137, Dazhi St. (opposite)","23","1"
"1072","捷運丹鳳站(1號出口)","46","2","新莊區","20180719111841","25.029032","121.422799","中正路/民安路","Xinzhuang Dist.","MRT Danfeng Sta. (Exit 1)","Zhongzheng Rd./Min’an Rd","44","1"
"1073","永福橋","50","16","永和區","20180719111835","25.010032","121.524184","豫溪街217巷27號對面人行道","Yonghe Dist.","Yongfu Bridge","No.27, Ln. 217, Yuxi St. (opposite)","34","1"
"1074","中港國小","50","4","新莊區","20180719111829","25.045947","121.447746","中和街62號對面","Xinzhuang Dist.","Zhonggang Elementary School","No.62, Zhonghe St. (opposite)","46","1"
"1075","六合公園","40","15","三重區","20180719111841","25.069499","121.487588","自強路二段74巷27號對面","Sanchong Dist.","Liuhe Park","No.27, Ln. 74, Sec. 2, Ziqiang Rd. (opposite)","25","1"
"1076","正義公園","52","18","三重區","20180719111818","25.068551","121.497818","文化北路101號至119號對面","Sanchong Dist.","Zhengyi Park","No.101 to No. 119, Wenhua N. Rd. (opposite)","34","1"
"1077","捷運徐匯中學站(1號出口)","56","15","蘆洲區","20180719111818","25.080468","121.479852","中山一路3號(捷運徐匯中學站1號出口旁)","Luzhou Dist.","MRT St.Ignatius High School Sta. (Exit 1)","No.3, Zhongshan 1st Rd.","41","1"
"1078","黃城公園","38","5","新莊區","20180719111827","25.052382","121.448239","中信街74號旁","Xinzhuang Dist.","Huangcheng Park","No.74, Zhongxin St.","33","1"
"1079","捷運菜寮站(3號出口)","30","16","三重區","20180719111844","25.060471","121.492198","重新路三段67號旁","Sanchong Dist.","MRT Cailiao Sta. (Exit 3)","No.67, Sec. 3, Chongxin Rd.","14","1"
"1080","捷運三和國中站(1號出口)","88","59","三重區","20180719111839","25.075881","121.487795","三和路四段95號至97號對面(捷運三和國中站1號出口)","Sanchong Dist.","MRT Sanhe Junior High School Sta.","No.95 to N0. 97, Sec. 4, Sanhe Rd. (opposite)","29","1"
"1081","中和國民運動中心","50","7","中和區","20180719111823","24.993477","121.487692","和城路一段/中正二橋","Zhonghe Dist.","Zhonghe Civil Sports Center","Sec. 1, Hecheng Rd./  Zhongzheng Second Bridge ","43","1"
"1082","四維公園","40","11","新莊區","20180719111824","25.021308","121.422185","四維路181號對面(四維活動中心出口前)","Xinzhuang Dist.","Siwei Park","No.181, Siwei Rd. (opposite)","27","1"
"1083","蘆洲國民運動中心","42","21","蘆洲區","20180719111834","25.091945","121.461613","長興路237巷/長興路","Luzhou Dist.","Luzhou Civil Sports Center","Ln. 237, Changxing Rd./Changxing Rd.","21","1"
"1084","和平公園","36","14","三重區","20180719111820","25.070884","121.485712","忠孝路二段/忠孝路二段32巷","Sanchong Dist.","Helping Park","Zhongxiao Rd./Ln. 32, Sec. 2, Zhongxiao Rd.","22","1"
"1085","三重綜合體育館","52","29","三重區","20180719111828","25.061446","121.491926","新北大道一段1號前人行道","Sanchong Dist.","Sanchong Sports Center","No.1, Sec. 1, New Taipei Blvd.","22","1"
"1086","信義公園","36","4","三重區","20180719111824","25.064804","121.498749","信義西街18號對面人行道","Sanchong Dist.","Xinyi Park","No.18, Xinyi W. St. (opposite)","32","1"
"1087","捷運小碧潭站(1號出口)","44","27","新店區","20180719111817","24.97152","121.53029","捷運小碧潭站1號出口旁西側人行道(環河路側)","Xindian Dist.","MRT Xiaobitan Sta. (Exit.1)","MRT Xiaobitan Sta. (Exit.1) (Huanhe Rd.)","16","1"
"1088","秀得里(成功路二段)","28","18","永和區","20180719111815","25.000705","121.526729","成功路二段28號至34號","Yonghe Dist.","Xiu de Village (Chenggong Rd. Sec. 2)","No.28 to No.34, Sec. 2, Chenggong Rd.","10","1"
"1089","永平公園","44","18","蘆洲區","20180719111824","25.089987","121.459424","永樂街38巷42弄公園人行道(永平市場南側)","Luzhou Dist.","Yongping Park","Aly. 42, Ln. 38, Yongle St.","26","1"
"1090","永康公園","30","14","蘆洲區","20180719111823","25.084764","121.458733","長安街220巷6號對面人行道","Luzhou Dist.","Yongkang Park","No.6, Ln. 220, Chang’an St. (opposite)","16","1"
"1091","頭前運動公園","50","26","新莊區","20180719111843","25.052180","121.462124","頭成街165號對面人行道","Xinzhuang Dist.","Touqian Sports Park","No.165, Toucheng St. (opposite)","24","1"
"1092","頭前國中","42","21","新莊區","20180719111822","25.054464","121.459318","中原路3至9號對面人行道","Xinzhuang Dist.","Touqian Junior High School","No.3 to No.9 , Zhongyuan Rd. (opposite)","21","1"
"1093","建國民權路口","46","24","新店區","20180719111816","24.983184","121.537462","建國路259號前人行道","Xindian Dist.","Jianguo Minquan Intersection","No.259, Jianguo Rd.","22","1"
"1094","聯邦公園","48","20","三重區","20180719111826","25.064447","121.483710","三民街/中華路","Sanchong Dist.","Lian Bang Park","Sanmin St./Zhonghua Rd.","28","1"
"1095","捷運蘆洲站","52","22","蘆洲區","20180719111820","25.091637","121.464031","三民路/中正路口","Luzhou Dist.","MRT Luzhou Sta.","Sanmin Rd./Zhongzheng Rd.","30","1"
"1096","集成成功路口","32","2","三重區","20180719111843","25.051542","121.488208","集成路2號至8號前人行道","Sanchong Dist.","Ji Cheng Cheng Gong Intersection","No.2 to No.8, Jicheng Rd.","30","1"
"1097","板橋國民運動中心","44","12","板橋區","20180719111843","25.022235","121.458152","英士路/智樂路","Banqiao Dist.","Banqiao Civil Sports Center","Yingshi Rd./Jhihle Rd.","32","1"
"1098","永安公園","38","26","板橋區","20180719111816","25.024478","121.477572","雙十路一段25號前人行道","Banqiao Dist.","Yongan Park","No.25, Sec. 1, Shuangshi Rd.","12","1"
"1099","捷運江子翠站(3號出口)","44","13","板橋區","20180719111839","25.029729","121.472359","文化路二段/雙十路二段","Banqiao Dist.","MRT Jiangzicui Sta.(Exit 3)","Sec. 2, Wenhua Rd./Sec. 2, Shuangshi Rd.","31","1"
"1100","音樂公園","48","23","板橋區","20180719111843","25.028631","121.480460","大同街97號對面公園人行道","Banqiao Dist.","Yinyue Park","No.97, Datong St.","24","1"
"1101","捷運七張站(1號出口)","42","12","新店區","20180719111843","24.974996","121.542767","北新路二段/北新路二段121巷","Xindian Dist.","MRT Qizhang Sta. (Exit 1)","Sec. 2, Beixin Rd./Ln. 121, Sec. 2, Beixin Rd.","29","1"
"1102","北新國小","44","11","新店區","20180719111845","24.974233","121.544428","寶橋路8號前人行道","Xindian Dist.","BeiXin Elementary School","No.8, Baoqiao Rd.","33","1"
"1103","捷運新埔站(2號出口)","40","7","板橋區","20180719111815","25.022095","121.467598","文化路一段318號旁廣場","Banqiao Dist.","MRT Xinpu Sta.(Exit.2)","No.318, Sec. 1, Wenhua Rd.","31","1"
"1104","聯合醫院板橋院區","34","13","板橋區","20180719111837","25.023832","121.457773","龍泉街131號旁人行道(立體停車場前)","Banqiao Dist.","New Taipei City Hospital Banqiao Branch","No.131, Longquan St.","21","1"
"1105","捷運板橋站(3號出口)","68","33","板橋區","20180719111831","25.014797","121.462051","文化路一段117號對面人行道","Banqiao Dist.","MRT Banqiao Sta.(Exit.3)","No.117, Sec. 1, Wenhua Rd. (opposite)","35","1"
"1106","民生公園","42","25","板橋區","20180719111839","25.013087","121.475894","民生路一段/民生路一段30巷","Banqiao Dist.","Minsheng Park","Sec. 1, Minsheng Rd./Ln. 30, Sec. 1, Minsheng Rd.","16","1"
"1107","新北市政府(新府路)","56","21","板橋區","20180719111835","25.012374","121.464224","新府路1號對面人行道","Banqiao Dist.","New Taipei City Hal ( Zinfu Rd.)","No.1, Xinfu Rd. (opposite)","35","1"
"1108","捷運板橋站(1號出口)","102","53","板橋區","20180719111829","25.013174","121.461900","縣民大道二段3號(秀泰影城門口)","Banqiao Dist.","MRT Banqiao Sta.(Exit.1)","No.3, Sec. 2, Xianmin Blvd.","48","1"
"1109","板橋地政事務所","52","18","板橋區","20180719111832","25.007983","121.463387","實踐路5號對面","Banqiao Dist.","Banqiao Land Office","No.5, Shijian Rd. (opposite)","33","1"
"1110","板橋戶政事務所","44","9","板橋區","20180719111833","25.012839","121.456308","中正路6號前人行道","Banqiao Dist.","Banqiao District Household Registration Office","No.6, Zhongzheng Rd.","35","1"
"1111","板橋和平公園","40","15","板橋區","20180719111838","24.997679","121.464326","重慶路355號前廣場","Banqiao Dist.","Banqiao Heping Park","No.355, Chongqing Rd.","24","1"
"1112","碧華公園","28","17","三重區","20180719111827","25.083741","121.487491","溪尾街303號(對面公園)","Sanchong Dist.","Bihua Park","No.303, Xiwei St. (opposite)","11","1"
"1113","五福里(五華街)","52","30","三重區","20180719111823","25.081725","121.493902","五華街64號對面人行道(碧華國中旁)","Sanchong Dist.","Wufu Village (Wuhua St.)","No.64, Wuhua St. (opposite)","22","1"
"1114","同安公園","30","10","三重區","20180719111823","25.057320","121.499067","正義南路/同安東街(正義南路側公園廣場)","Sanchong Dist.","Tong An Park","Zhengyi S. Rd./Tong’an E. St.","20","1"
"1115","中華里(中華路二段)","38","7","新莊區","20180719111825","25.045951","121.453766","中華路2段31號對面","Xinzhuang Dist.","Zhonghua Village (Zhonghua Rd. Sec. 2 )","No.31, Sec. 2, Zhonghua Rd. (opposite)","31","1"
"1116","中華自治街口","36","11","新莊區","20180719111836","25.047855","121.453202","中華路2段/自治街口人行道(中港大排東側)","Xinzhuang Dist.","Zhonghua & Zizhi Intersection","Sec. 2, Zhonghua Rd/Zizhi St.","25","1"
"1117","捷運府中站(3號出口)","42","19","板橋區","20180719111816","25.008999","121.458776","府中路31號至53號對面","Banqiao Dist.","MRT Fuzhong Sta.(Exit.3)","No.31 to No.53, Fuzhong Rd. (opposite)","23","1"
"1118","捷運亞東醫院站(2號出口)","52","11","板橋區","20180719111822","24.997830","121.452315","南雅南路二段122-23號前人行道","Banqiao Dist.","MRT Far Eastern Hospital Sta.(Exit.2)","No.122-23, Sec. 2, Nanya S. Rd.","40","1"
"1119","新泰公園","42","7","新莊區","20180719111844","25.037200","121.444946","建中街116巷/建中街116巷3弄","Xinzhuang Dist.","Xintai Park","Ln. 116, Jianzhong St./Aly. 3, Ln. 116, Jianzhong St.","35","1"
"1120","上林里(環河東路一段)","38","11","永和區","20180719111825","25.014999","121.520951","環河東路一段/竹林路75巷25弄","Yonghe Dist.","Shanglin Village (Huanhe E. Rd. Sec. 1 )","Sec. 1, Huanhe E. Rd./Aly. 25, Ln. 75, Zhulin Rd.","27","1"
"1121","進安公園","34","14","三重區","20180719111842","25.086031","121.493774","仁義街258號至290號","Sanchong Dist.","Jinan Park","No.258 to No.290, Renyi St.","20","1"
"1122","自強溪尾街口","40","6","三重區","20180719111839","25.078220","121.490157","自強路4段/溪尾街","Sanchong Dist.","Ziqiang & Xiwei Intersection","Sec. 4, Ziqiang Rd./Xiwei St.","34","1"
"1123","捷運三重國小站","54","11","三重區","20180719111830","25.070418","121.497126","仁愛街/三和路3段11巷","Sanchong Dist.","MRT Sanchong Elementary School Sta.","Ren’ai St./Ln. 11, Sec. 3, Sanhe Rd.","42","1"
"1124","五堵火車站","50","30","汐止區","20180719111820","25.077493","121.666869","鄉長路一段人行道側","Xizhi Dist.","Wudu Railway Station","Sec. 1, Xiangzhang Rd.","20","1"
"1125","捷運南勢角站(4號出口)","56","13","中和區","20180719111820","24.989420","121.509950","捷運路3號(對面)","Zhonghe Dist.","MRT Nanshijiao Sta.(Exit ˋ4)","No.3 , Jieyun Rd.","43","1"
"1126","柳堤公園","42","5","蘆洲區","20180719111828","25.087989","121.462192","長樂路125號對面公園通道","Luzhou Dist.","Liuti Park","No.125, Changle Rd. (opposite)","37","1"
"1127","新北市立圖書館總館","36","15","板橋區","20180719111831","25.001583","121.455524","貴興路119巷","Banqiao Dist.","New Taipei City Library","Ln. 119, Guixing Rd.","21","1"
"1128","永福國小","36","13","三重區","20180719111820","25.077714","121.480315","永福街/下竹圍街","Sanchong Dist.","Yong Fu Elementary School","Yongfu St./Xiazhuwei St.","23","1"
"1129","明志國小","46","15","泰山區","20180719111834","25.045729","121.426269","明志路二段324號對面人行道","Taishan Dist.","Mingzhi Elementary School","No.324, Sec. 2, Mingzhi Rd. (opposite)","31","1"
"1130","蘆洲三民公園","34","8","蘆洲區","20180719111821","25.094306","121.460134","三民路615號對面人行道","Luzhou Dist.","Luchou Sanmin Park","No.615, Sanmin Rd. (opposite)","26","1"
"1131","臺北醫院","36","19","新莊區","20180719111818","25.043536","121.459772","思源路131號至137號前人行道","Xinzhuang Dist.","Taipei Hospital","No.131 to No.137, Siyuan Rd.","17","1"
"1132","重新重安街口","36","23","三重區","20180719111819","25.058443","121.489751","重新路三段/重安街","Sanchong Dist.","Chongxi & Chongan Intersection","Sec. 3, Chongxin Rd./Chong’an St.","13","1"
"1133","柴埕市民活動中心","38","18","新店區","20180719111840","24.966775","121.516479","安民街/安民街65巷","Xindian Dist.","Chaicheng Civic Activity Center","Anmin St./Ln. 65, Anmin St.","20","1"
"1134","思賢國小","52","19","新莊區","20180719111823","25.046446","121.457716","福樂街66號對面","Xinzhuang Dist.","Si Xian Elementary School","No.66, Fule St. (opposite)","33","1"
